,id,agency,agency_type,distribution_channel,product_name,claim,duration,destination,net_sales,commission,gender,age
4008,4009,C2B,Airlines,Online,Silver Plan,No,102,SINGAPORE,300,75.0,F,24
4009,4010,C2B,Airlines,Online,Silver Plan,No,23,SINGAPORE,54,13.49,M,37
4010,4011,C2B,Airlines,Online,Silver Plan,Yes,24,SINGAPORE,83,20.64,F,32
4011,4012,C2B,Airlines,Online,Silver Plan,No,17,SINGAPORE,83,20.75,F,29
4012,4013,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,20,4.88,M,28
4013,4014,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,27,6.66,M,28
4014,4015,C2B,Airlines,Online,Annual Silver Plan,No,383,SINGAPORE,253,63.21,M,40
4015,4016,JWT,Airlines,Online,Value Plan,No,7,INDIA,31,12.4,M,118
4016,4017,KML,Travel Agency,Online,Value Plan,No,47,INDONESIA,28,10.64,F,48
4017,4018,RAB,Airlines,Online,Value Plan,No,9,BRUNEI DARUSSALAM,15,6.0,M,55
4018,4019,JZI,Airlines,Online,Basic Plan,No,66,INDIA,50,17.5,M,49
4019,4020,JZI,Airlines,Online,Basic Plan,No,13,AUSTRALIA,26,9.1,M,53
4020,4021,JZI,Airlines,Online,Basic Plan,No,14,CHINA,26,9.1,M,45
4021,4022,JZI,Airlines,Online,Basic Plan,No,73,MALAYSIA,33,11.55,M,51
4022,4023,JZI,Airlines,Online,Basic Plan,No,26,CHINA,44,15.4,F,42
4023,4024,JZI,Airlines,Online,Basic Plan,No,9,PHILIPPINES,22,7.7,F,25
4024,4025,JZI,Airlines,Online,Basic Plan,No,7,VIET NAM,22,7.7,M,47
4025,4026,JZI,Airlines,Online,Basic Plan,No,48,INDONESIA,30,10.5,F,62
4026,4027,JZI,Airlines,Online,Basic Plan,No,8,CHINA,22,7.7,M,32
4027,4028,JZI,Airlines,Online,Value Plan,No,9,SRI LANKA,45,15.75,M,52
4028,4029,ART,Airlines,Online,Value Plan,No,29,INDONESIA,29,10.15,M,118
4029,4030,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,18,4.39,M,28
4030,4031,C2B,Airlines,Online,Bronze Plan,No,2,SINGAPORE,26,6.5,M,30
4031,4032,C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,31,7.64,M,39
4032,4033,C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,31,7.64,M,38
4033,4034,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,46,11.54,M,47
4034,4035,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.39,F,28
4035,4036,C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,71,17.75,M,30
4036,4037,C2B,Airlines,Online,Silver Plan,No,42,SINGAPORE,49,12.25,F,33
4037,4038,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,33,8.13,M,29
4038,4039,C2B,Airlines,Online,Annual Silver Plan,No,371,SINGAPORE,188,46.96,F,36
4039,4040,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,188,46.96,M,32
4040,4041,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,253,63.21,M,38
4041,4042,C2B,Airlines,Online,Annual Gold Plan,No,373,SINGAPORE,279,69.71,M,57
4042,4043,JWT,Airlines,Online,Value Plan,No,11,INDIA,50,20.0,M,118
4043,4044,JWT,Airlines,Online,Value Plan,No,6,INDIA,31,12.4,M,118
4044,4045,JWT,Airlines,Online,Value Plan,No,1,INDIA,62,24.8,M,118
4045,4046,KML,Travel Agency,Online,Value Plan,No,33,SPAIN,109,41.42,M,48
4046,4047,KML,Travel Agency,Online,Value Plan,No,7,INDONESIA,33,12.54,M,48
4047,4048,KML,Travel Agency,Online,Value Plan,No,37,INDONESIA,28,10.64,F,48
4048,4049,RAB,Airlines,Online,Value Plan,No,10,BRUNEI DARUSSALAM,15,6.0,M,30
4049,4050,RAB,Airlines,Online,Value Plan,No,5,BRUNEI DARUSSALAM,15,6.0,M,69
4050,4051,JZI,Airlines,Online,Basic Plan,No,1,MALAYSIA,18,6.3,F,54
4051,4052,JZI,Airlines,Online,Basic Plan,No,61,CHINA,35,12.25,F,65
4052,4053,JZI,Airlines,Online,Basic Plan,No,5,INDONESIA,18,6.3,F,29
4053,4054,JZI,Airlines,Online,Basic Plan,No,6,JAPAN,26,9.1,M,50
4054,4055,JZI,Airlines,Online,Basic Plan,No,22,INDIA,35,12.25,F,54
4055,4056,JZI,Airlines,Online,Basic Plan,No,8,CHINA,35,12.25,M,47
4056,4057,JZI,Airlines,Online,Basic Plan,No,23,VIET NAM,37,12.95,F,27
4057,4058,JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,22,7.7,F,55
4058,4059,JZI,Airlines,Online,Basic Plan,No,3,PHILIPPINES,18,6.3,M,53
4059,4060,JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,0,6.3,M,40
4060,4061,JZI,Airlines,Online,Basic Plan,No,15,THAILAND,30,10.5,F,33
4061,4062,JZI,Airlines,Online,Basic Plan,No,6,THAILAND,18,6.3,F,41
4062,4063,JZI,Airlines,Online,Basic Plan,No,16,PHILIPPINES,37,12.95,F,27
4063,4064,JZI,Airlines,Online,Basic Plan,No,2,CHINA,22,7.7,M,45
4064,4065,JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,22,7.7,M,42
4065,4066,JZI,Airlines,Online,Basic Plan,No,40,"KOREA, REPUBLIC OF",35,12.25,M,30
4066,4067,JZI,Airlines,Online,Basic Plan,No,195,HONG KONG,26,9.1,F,51
4067,4068,JZI,Airlines,Online,Basic Plan,No,195,HONG KONG,26,9.1,M,62
4068,4069,JZI,Airlines,Online,Basic Plan,No,8,INDONESIA,22,7.7,M,42
4069,4070,JZI,Airlines,Online,Basic Plan,No,4,INDONESIA,18,6.3,M,41
4070,4071,JZI,Airlines,Online,Value Plan,No,8,CHINA,45,15.75,M,36
4071,4072,JZI,Airlines,Online,Value Plan,No,29,PAPUA NEW GUINEA,58,20.3,M,30
4072,4073,JZI,Airlines,Online,Value Plan,No,7,AUSTRIA,67,23.45,M,48
4073,4074,JZI,Airlines,Online,Value Plan,No,30,HONG KONG,83,29.05,M,46
4074,4075,JZI,Airlines,Online,Value Plan,No,11,UNITED KINGDOM,87,30.45,M,65
4075,4076,JZI,Airlines,Online,Value Plan,No,6,"KOREA, REPUBLIC OF",36,12.6,M,62
4076,4077,ADM,Travel Agency,Online,Premier Plan,No,141,FRANCE,111,42.18,F,52
4077,4078,C2B,Airlines,Online,Bronze Plan,No,74,SINGAPORE,81,20.15,M,24
4078,4079,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,23,5.85,F,68
4079,4080,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,22,5.53,F,27
4080,4081,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,45,11.21,M,59
4081,4082,C2B,Airlines,Online,Bronze Plan,No,2,SINGAPORE,15,3.74,F,43
4082,4083,C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,22,5.53,M,23
4083,4084,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,31,7.64,M,35
4084,4085,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,15,3.74,F,43
4085,4086,C2B,Airlines,Online,Silver Plan,No,1,SINGAPORE,20,4.88,F,32
4086,4087,C2B,Airlines,Online,Silver Plan,No,24,SINGAPORE,102,25.51,M,56
4087,4088,C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,20,4.88,M,53
4088,4089,C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,20,4.88,F,33
4089,4090,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,20,4.88,M,27
4090,4091,C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,64,16.09,F,22
4091,4092,C2B,Airlines,Online,Gold Plan,No,5,SINGAPORE,35,8.78,M,30
4092,4093,JWT,Airlines,Online,Value Plan,No,105,INDIA,78,31.2,F,118
4093,4094,JWT,Airlines,Online,Value Plan,No,6,INDIA,39,15.6,M,118
4094,4095,JWT,Airlines,Online,Value Plan,No,14,INDIA,31,12.4,M,118
4095,4096,KML,Travel Agency,Online,Value Plan,No,43,SPAIN,95,36.1,F,48
4096,4097,KML,Travel Agency,Online,Premier Plan,No,51,SPAIN,130,49.4,M,48
4097,4098,JZI,Airlines,Online,Basic Plan,No,7,CHINA,26,9.1,M,43
4098,4099,JZI,Airlines,Online,Basic Plan,No,28,INDONESIA,18,6.3,F,27
4099,4100,JZI,Airlines,Online,Basic Plan,No,30,CHINA,26,9.1,M,36
4100,4101,JZI,Airlines,Online,Basic Plan,No,40,THAILAND,30,10.5,M,27
4101,4102,JZI,Airlines,Online,Basic Plan,No,167,CHINA,26,9.1,M,28
4102,4103,JZI,Airlines,Online,Basic Plan,No,121,HONG KONG,26,9.1,F,68
4103,4104,JZI,Airlines,Online,Basic Plan,No,24,CHINA,26,9.1,M,29
4104,4105,JZI,Airlines,Online,Value Plan,No,15,NETHERLANDS,87,30.45,M,56
4105,4106,JZI,Airlines,Online,Value Plan,No,14,CHINA,69,24.15,M,55
4106,4107,JZI,Airlines,Online,Value Plan,No,7,CHINA,45,15.75,M,30
4107,4108,JZI,Airlines,Online,Value Plan,No,28,AUSTRALIA,58,20.3,M,60
4108,4109,CSR,Travel Agency,Offline,Comprehensive Plan,No,29,MALAYSIA,29,9.57,F,74
4109,4110,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,30,7.47,F,25
4110,4111,C2B,Airlines,Online,Bronze Plan,No,61,SINGAPORE,45,11.21,F,20
4111,4112,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,23,5.85,F,62
4112,4113,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,31,7.64,F,24
4113,4114,C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,38,9.59,F,29
4114,4115,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.39,M,42
4115,4116,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,83,20.64,F,33
4116,4117,C2B,Airlines,Online,Silver Plan,No,28,SINGAPORE,54,13.49,F,30
4117,4118,C2B,Airlines,Online,Silver Plan,No,17,SINGAPORE,55,13.65,M,32
4118,4119,C2B,Airlines,Online,Annual Silver Plan,Yes,375,SINGAPORE,188,46.96,F,38
4119,4120,JWT,Airlines,Online,Value Plan,No,14,INDIA,50,20.0,M,118
4120,4121,JWT,Airlines,Online,Value Plan,No,98,INDIA,62,24.8,F,118
4121,4122,JWT,Airlines,Online,Value Plan,No,6,INDIA,39,15.6,F,118
4122,4123,KML,Travel Agency,Online,Value Plan,No,23,INDONESIA,22,8.36,M,48
4123,4124,RAB,Airlines,Online,Value Plan,No,21,BRUNEI DARUSSALAM,15,6.0,F,61
4124,4125,JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18,6.3,M,34
4125,4126,JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18,6.3,M,61
4126,4127,JZI,Airlines,Online,Basic Plan,No,16,MYANMAR,22,7.7,F,28
4127,4128,JZI,Airlines,Online,Basic Plan,No,24,MALAYSIA,18,6.3,F,54
4128,4129,JZI,Airlines,Online,Basic Plan,No,61,PHILIPPINES,42,14.7,F,54
4129,4130,JZI,Airlines,Online,Basic Plan,No,23,PHILIPPINES,30,10.5,F,34
4130,4131,JZI,Airlines,Online,Basic Plan,No,17,HONG KONG,35,12.25,M,62
4131,4132,JZI,Airlines,Online,Basic Plan,No,18,INDONESIA,22,7.7,F,38
4132,4133,JZI,Airlines,Online,Basic Plan,No,36,CHINA,35,12.25,M,48
4133,4134,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,M,55
4134,4135,JZI,Airlines,Online,Basic Plan,No,5,INDONESIA,22,7.7,F,50
4135,4136,JZI,Airlines,Online,Basic Plan,No,192,MALAYSIA,30,10.5,F,63
4136,4137,JZI,Airlines,Online,Basic Plan,No,3,INDIA,22,7.7,M,60
4137,4138,JZI,Airlines,Online,Basic Plan,No,68,INDONESIA,30,10.5,F,43
4138,4139,JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18,6.3,F,28
4139,4140,JZI,Airlines,Online,Basic Plan,No,8,CHINA,26,9.1,F,37
4140,4141,JZI,Airlines,Online,Basic Plan,No,9,THAILAND,22,7.7,M,35
4141,4142,JZI,Airlines,Online,Basic Plan,No,4,THAILAND,18,6.3,M,38
4142,4143,JZI,Airlines,Online,Basic Plan,No,6,CHINA,26,9.1,M,37
4143,4144,JZI,Airlines,Online,Basic Plan,No,12,VIET NAM,18,6.3,M,45
4144,4145,JZI,Airlines,Online,Value Plan,No,44,GERMANY,87,30.45,M,39
4145,4146,CSR,Travel Agency,Offline,Comprehensive Plan,No,240,THAILAND,29,9.57,F,26
4146,4147,ART,Airlines,Online,Value Plan,No,8,CAMBODIA,23,8.05,M,118
4147,4148,ART,Airlines,Online,24 Protect,No,254,UNITED ARAB EMIRATES,31,10.69,M,48
4148,4149,ART,Airlines,Online,24 Protect,No,224,PHILIPPINES,5,1.73,F,48
4149,4150,C2B,Airlines,Online,Bronze Plan,No,28,SINGAPORE,22,5.53,M,49
4150,4151,C2B,Airlines,Online,Bronze Plan,No,74,SINGAPORE,194,48.42,M,25
4151,4152,C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,24,6.0,F,33
4152,4153,C2B,Airlines,Online,Bronze Plan,Yes,5,SINGAPORE,18,4.39,F,24
4153,4154,C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,23,5.85,F,36
4154,4155,C2B,Airlines,Online,Bronze Plan,No,76,SINGAPORE,107,26.75,M,35
4155,4156,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.39,F,28
4156,4157,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,24,6.01,M,55
4157,4158,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,27,6.66,M,54
4158,4159,C2B,Airlines,Online,Silver Plan,No,76,SINGAPORE,102,25.51,F,31
4159,4160,C2B,Airlines,Online,Silver Plan,No,18,SINGAPORE,0,17.71,F,50
4160,4161,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,44,10.89,F,32
4161,4162,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,253,63.21,F,23
4162,4163,C2B,Airlines,Online,Annual Silver Plan,No,368,SINGAPORE,253,63.21,M,36
4163,4164,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,188,46.96,M,31
4164,4165,C2B,Airlines,Online,Annual Silver Plan,No,368,SINGAPORE,253,63.21,M,48
4165,4166,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,188,46.96,M,37
4166,4167,C2B,Airlines,Online,Annual Silver Plan,No,375,SINGAPORE,188,46.96,F,67
4167,4168,C2B,Airlines,Online,Annual Silver Plan,No,371,SINGAPORE,188,46.96,F,60
4168,4169,C2B,Airlines,Online,Annual Gold Plan,No,364,SINGAPORE,389,97.34,M,47
4169,4170,C2B,Airlines,Online,Annual Gold Plan,No,364,SINGAPORE,389,97.34,F,40
4170,4171,C2B,Airlines,Online,Annual Gold Plan,No,368,SINGAPORE,389,97.34,M,44
4171,4172,JWT,Airlines,Online,Value Plan,No,1,INDIA,31,12.4,M,118
4172,4173,KML,Travel Agency,Online,Value Plan,No,70,ITALY,75,28.5,M,48
4173,4174,KML,Travel Agency,Online,Premier Plan,No,76,INDONESIA,29,11.02,M,48
4174,4175,KML,Travel Agency,Online,Premier Plan,No,33,FRANCE,111,42.18,M,48
4175,4176,RAB,Airlines,Online,Value Plan,No,7,BRUNEI DARUSSALAM,15,6.0,F,32
4176,4177,RAB,Airlines,Online,Value Plan,No,5,BRUNEI DARUSSALAM,15,6.0,M,36
4177,4178,JZI,Airlines,Online,Basic Plan,No,86,SRI LANKA,26,9.1,M,49
4178,4179,JZI,Airlines,Online,Basic Plan,No,6,HONG KONG,26,9.1,M,54
4179,4180,JZI,Airlines,Online,Basic Plan,No,48,THAILAND,22,7.7,M,38
4180,4181,JZI,Airlines,Online,Basic Plan,No,35,AUSTRALIA,22,7.7,M,43
4181,4182,JZI,Airlines,Online,Basic Plan,No,12,INDONESIA,22,7.7,M,39
4182,4183,JZI,Airlines,Online,Basic Plan,No,5,PHILIPPINES,18,6.3,M,39
4183,4184,JZI,Airlines,Online,Basic Plan,No,189,AUSTRALIA,26,9.1,F,40
4184,4185,JZI,Airlines,Online,Basic Plan,No,13,CHINA,26,9.1,M,49
4185,4186,JZI,Airlines,Online,Basic Plan,No,54,INDIA,50,17.5,M,31
4186,4187,JZI,Airlines,Online,Basic Plan,No,12,MALAYSIA,22,7.7,F,65
4187,4188,JZI,Airlines,Online,Basic Plan,No,12,CHINA,26,9.1,F,48
4188,4189,JZI,Airlines,Online,Basic Plan,No,46,PHILIPPINES,37,12.95,F,39
4189,4190,JZI,Airlines,Online,Basic Plan,No,16,HONG KONG,26,9.1,M,35
4190,4191,JZI,Airlines,Online,Basic Plan,No,35,HONG KONG,26,9.1,M,70
4191,4192,CSR,Travel Agency,Offline,Comprehensive Plan,No,38,THAILAND,29,9.57,F,84
4192,4193,CBH,Travel Agency,Offline,Comprehensive Plan,No,181,MALAYSIA,29,9.57,F,62
4193,4194,C2B,Airlines,Online,Bronze Plan,No,36,SINGAPORE,81,20.15,M,27
4194,4195,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,18,4.39,F,27
4195,4196,C2B,Airlines,Online,Bronze Plan,No,44,SINGAPORE,131,32.83,M,32
4196,4197,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,23,5.85,M,40
4197,4198,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,31,7.64,F,63
4198,4199,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,18,4.39,M,24
4199,4200,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,18,4.39,F,26
4200,4201,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,18,4.39,M,24
4201,4202,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,23,5.85,M,61
4202,4203,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,31,7.64,M,28
4203,4204,C2B,Airlines,Online,Bronze Plan,No,38,SINGAPORE,116,28.93,M,30
4204,4205,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,30,7.5,M,32
4205,4206,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,20,4.88,F,35
4206,4207,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,44,10.89,M,53
4207,4208,C2B,Airlines,Online,Silver Plan,No,216,SINGAPORE,71,17.71,M,34
4208,4209,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,32,7.96,M,30
4209,4210,C2B,Airlines,Online,Gold Plan,No,26,SINGAPORE,77,19.34,M,33
4210,4211,C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,188,46.96,F,76
4211,4212,C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,188,46.96,F,29
4212,4213,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,188,46.96,M,41
4213,4214,C2B,Airlines,Online,Annual Silver Plan,No,370,SINGAPORE,253,63.21,F,34
4214,4215,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,0,63.21,F,46
4215,4216,C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,253,63.21,F,40
4216,4217,C2B,Airlines,Online,Annual Silver Plan,No,431,SINGAPORE,253,63.21,F,66
4217,4218,C2B,Airlines,Online,Annual Silver Plan,No,373,SINGAPORE,253,63.21,F,30
4218,4219,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,253,63.21,F,33
4219,4220,KML,Travel Agency,Online,Value Plan,No,5,INDONESIA,28,10.64,F,48
4220,4221,KML,Travel Agency,Online,Value Plan,No,7,NETHERLANDS,58,22.04,F,48
4221,4222,RAB,Airlines,Online,Value Plan,No,58,BRUNEI DARUSSALAM,42,16.8,M,19
4222,4223,JZI,Airlines,Online,Basic Plan,No,11,INDONESIA,30,10.5,F,42
4223,4224,JZI,Airlines,Online,Basic Plan,No,13,CHINA,26,9.1,F,45
4224,4225,JZI,Airlines,Online,Basic Plan,No,78,SRI LANKA,40,14.0,M,51
4225,4226,JZI,Airlines,Online,Basic Plan,No,7,HONG KONG,26,9.1,M,45
4226,4227,JZI,Airlines,Online,Basic Plan,No,27,MYANMAR,37,12.95,M,37
4227,4228,JZI,Airlines,Online,Basic Plan,No,3,THAILAND,18,6.3,M,55
4228,4229,JZI,Airlines,Online,Basic Plan,No,10,MYANMAR,22,7.7,M,56
4229,4230,JZI,Airlines,Online,Basic Plan,No,10,THAILAND,22,7.7,M,42
4230,4231,JZI,Airlines,Online,Basic Plan,No,1,MALAYSIA,18,6.3,F,38
4231,4232,JZI,Airlines,Online,Basic Plan,No,7,THAILAND,22,7.7,F,61
4232,4233,JZI,Airlines,Online,Basic Plan,No,64,THAILAND,22,7.7,M,70
4233,4234,JZI,Airlines,Online,Basic Plan,No,11,THAILAND,22,7.7,F,29
4234,4235,JZI,Airlines,Online,Basic Plan,No,13,SRI LANKA,40,14.0,F,56
4235,4236,JZI,Airlines,Online,Basic Plan,No,25,CHINA,40,14.0,F,47
4236,4237,JZI,Airlines,Online,Basic Plan,No,6,PHILIPPINES,22,7.7,M,30
4237,4238,JZI,Airlines,Online,Basic Plan,No,11,THAILAND,22,7.7,M,63
4238,4239,JZI,Airlines,Online,Basic Plan,No,6,PHILIPPINES,18,6.3,M,32
4239,4240,JZI,Airlines,Online,Basic Plan,No,66,INDONESIA,30,10.5,F,33
4240,4241,JZI,Airlines,Online,Basic Plan,No,10,THAILAND,22,7.7,M,55
4241,4242,JZI,Airlines,Online,Value Plan,No,15,UNITED STATES,96,33.6,M,40
4242,4243,JZI,Airlines,Online,Value Plan,No,15,UNITED STATES,96,33.6,M,44
4243,4244,JZI,Airlines,Online,Value Plan,No,4,HONG KONG,36,12.6,M,27
4244,4245,JZI,Airlines,Online,Value Plan,No,64,SWITZERLAND,87,30.45,M,58
4245,4246,JZI,Airlines,Online,Value Plan,No,166,CANADA,164,57.4,M,35
4246,4247,JZI,Airlines,Online,Value Plan,No,24,CHINA,58,20.3,F,33
4247,4248,JZI,Airlines,Online,Value Plan,No,38,JAPAN,58,20.3,M,42
4248,4249,JZI,Airlines,Online,Value Plan,No,32,CHINA,58,20.3,M,56
4249,4250,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.39,F,33
4250,4251,C2B,Airlines,Online,Bronze Plan,No,123,SINGAPORE,319,79.63,F,59
4251,4252,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,18,4.39,F,28
4252,4253,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,22,5.53,M,22
4253,4254,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,18,4.39,F,38
4254,4255,C2B,Airlines,Online,Bronze Plan,No,40,SINGAPORE,61,15.28,F,27
4255,4256,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,18,4.39,M,30
4256,4257,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,34,8.5,F,41
4257,4258,C2B,Airlines,Online,Bronze Plan,Yes,21,SINGAPORE,22,5.53,M,28
4258,4259,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,31,7.64,M,26
4259,4260,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,30,7.47,F,41
4260,4261,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,33,8.13,F,39
4261,4262,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,32,7.96,F,53
4262,4263,C2B,Airlines,Online,Silver Plan,No,21,SINGAPORE,59,14.79,F,32
4263,4264,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,24,6.01,M,21
4264,4265,C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,55,13.65,M,28
4265,4266,C2B,Airlines,Online,Silver Plan,No,42,SINGAPORE,55,13.65,M,21
4266,4267,C2B,Airlines,Online,Gold Plan,No,7,SINGAPORE,64,15.93,M,22
4267,4268,C2B,Airlines,Online,Gold Plan,No,5,SINGAPORE,28,6.99,M,31
4268,4269,C2B,Airlines,Online,Gold Plan,Yes,62,SINGAPORE,179,44.69,F,23
4269,4270,C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,253,63.21,F,59
4270,4271,C2B,Airlines,Online,Annual Silver Plan,No,377,SINGAPORE,188,46.96,F,75
4271,4272,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,253,63.21,M,66
4272,4273,C2B,Airlines,Online,Annual Silver Plan,Yes,369,SINGAPORE,253,63.21,F,28
4273,4274,C2B,Airlines,Online,Annual Silver Plan,No,372,SINGAPORE,253,63.21,M,31
4274,4275,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,188,46.96,F,43
4275,4276,JWT,Airlines,Online,Value Plan,No,24,INDIA,31,12.4,M,118
4276,4277,JWT,Airlines,Online,Value Plan,No,2,INDIA,31,12.4,F,118
4277,4278,KML,Travel Agency,Online,Value Plan,No,6,NETHERLANDS,58,22.04,M,48
4278,4279,KML,Travel Agency,Online,Value Plan,No,129,NETHERLANDS,109,41.42,M,48
4279,4280,KML,Travel Agency,Online,Value Plan,No,9,NETHERLANDS,75,28.5,M,48
4280,4281,RAB,Airlines,Online,Value Plan,No,45,BRUNEI DARUSSALAM,42,16.8,M,52
4281,4282,RAB,Airlines,Online,Value Plan,No,2,BRUNEI DARUSSALAM,15,6.0,M,44
4282,4283,RAB,Airlines,Online,Value Plan,No,14,BRUNEI DARUSSALAM,15,6.0,M,47
4283,4284,JZI,Airlines,Online,Basic Plan,No,9,CHINA,35,12.25,F,47
4284,4285,JZI,Airlines,Online,Basic Plan,No,19,PHILIPPINES,37,12.95,F,33
4285,4286,JZI,Airlines,Online,Basic Plan,No,12,BAHRAIN,36,12.6,M,47
4286,4287,JZI,Airlines,Online,Basic Plan,No,32,HONG KONG,35,12.25,F,50
4287,4288,JZI,Airlines,Online,Basic Plan,No,11,INDONESIA,18,6.3,F,32
4288,4289,JZI,Airlines,Online,Basic Plan,No,31,HONG KONG,26,9.1,M,60
4289,4290,JZI,Airlines,Online,Basic Plan,No,25,JAPAN,35,12.25,F,65
4290,4291,JZI,Airlines,Online,Basic Plan,No,26,INDIA,56,19.6,M,40
4291,4292,JZI,Airlines,Online,Basic Plan,No,5,MACAO,22,7.7,M,59
4292,4293,JZI,Airlines,Online,Basic Plan,No,24,MALAYSIA,22,7.7,M,52
4293,4294,JZI,Airlines,Online,Basic Plan,No,24,MALAYSIA,18,6.3,F,48
4294,4295,JZI,Airlines,Online,Basic Plan,Yes,3,HONG KONG,22,7.7,M,59
4295,4296,JZI,Airlines,Online,Basic Plan,No,4,PHILIPPINES,18,6.3,F,39
4296,4297,JZI,Airlines,Online,Basic Plan,No,17,HONG KONG,22,7.7,F,47
4297,4298,JZI,Airlines,Online,Basic Plan,No,11,AUSTRALIA,26,9.1,F,52
4298,4299,JZI,Airlines,Online,Basic Plan,No,9,HONG KONG,26,9.1,M,60
4299,4300,JZI,Airlines,Online,Basic Plan,No,22,THAILAND,22,7.7,F,37
4300,4301,JZI,Airlines,Online,Basic Plan,No,118,HONG KONG,26,9.1,F,42
4301,4302,JZI,Airlines,Online,Value Plan,No,25,"KOREA, REPUBLIC OF",58,20.3,M,32
4302,4303,JZI,Airlines,Online,Value Plan,No,233,AUSTRALIA,58,20.3,M,30
4303,4304,JZI,Airlines,Online,Value Plan,No,9,PHILIPPINES,33,11.55,M,41
